Call;Organisation;Project title;Applicant / Contact person;Decision No.;Decision date;Funding period;Funding
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;Children with autism spectrum disorders as creative actors in a strength-based technology-enhanced learning environment. Research on the emergence of attention, communication, interaction, and creativity in children's action with many technologies;Kärnä, Eija;140450;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;Flexible Ethnicities. Ethnic Processes in Petrozavodsk and the Republic of Karelia in the 2010s;Suutari, Pekka;138790;24.09.2010;01.01.2011 - 31.12.2015;550.002
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;In Search of Military Translation Cultures:  Translation and Interpreting in World War II in Finland with Specific Reference to Finnish, German and Russian;Kujamäki, Pekka Juhani;138221;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;On the borderline of Finnish and Karelian: perspectives on cognate languages and dialects (FINKA);Palander, Marjatta;137479;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;REGULATORY REGIME OF INTEGRATED FOREST GOVERNANCE - Reconsidering the Role of Hard Law;Määttä, Tapio;138383;24.09.2010;01.01.2011 - 31.12.2013;412.502
Yleiset tutkimusmäärärahat. KY;University of Eastern Finland;TO IGNORE, TO ADAPT ONESELF, TO UTILISE OR TO RESIST? How the Art World Has Reacted to the Market-Based or Neo-Liberalist Turn in Social and Cultural Policy. The Case of Finland.;Sevänen, Erkki;139049;24.09.2010;01.01.2011 - 31.12.2014;550.002
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Communication with hearing aid. A comparative study of persons with acquired hearing loss within their interactions in private settings and with hearing health practitioners.;Laakso, Minna;140317;24.09.2010;01.01.2011 - 31.12.2014;393.359
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Cultures of Silence. Evolution of a Finnish Version of Vergangenheitsbewältigung;Landgrén, Lars-Folke;139206;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Emotions and the Cultural History of War in Finland, 1939-1951;Meinander, Henrik;139902;24.09.2010;01.01.2011 - 31.12.2014;550.002
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Imagining Economy in Finnish Advertising and Journalism;Mykkänen, Juri;139892;24.09.2010;01.01.2011 - 31.12.2013;412.499
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Non-Gaussian Time Series Models with Macroeconomic and Financial Applications;Lanne, Markku;139427;24.09.2010;01.01.2011 - 31.12.2013;412.501
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Proof-theoretical analysis in formal and philosophical logic;von Plato, Jan;137890;24.09.2010;01.01.2011 - 31.12.2014;549.998
Yleiset tutkimusmäärärahat. KY;University of Helsinki;STAR - Strivings, Transitions, Achievements and Resiliency  -  Large-scale Interdisciplinary International Collaboration;Salmela-Aro, Katariina;139168;24.09.2010;01.01.2011 - 30.04.2016;487.036
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Spheres of Useful Knowledge. Clergy, Peasantry and the Shaping of Knowledge in 18th and 19th-century Finland;Arffman, Kaarlo M;137642;24.09.2010;01.01.2011 - 31.12.2015;466.711
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Sustainable Freight. Legal and logistical impacts of the European intermodal transport chain project.;Sisula-Tulokas, Lena;138980;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Towards ecologically valid studies on cognition;Krause, Christina M.;137511;24.09.2010;01.01.2011 - 31.12.2013;412.498
Yleiset tutkimusmäärärahat. KY;University of Helsinki;Variations in prenatal environment and offspring development: Programming induced by glucocorticoids;Räikkönen-Talvitie, Katri;140278;24.09.2010;01.01.2011 - 31.05.2016;500.101
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Encountering violence in social and health care organizations;Mäntysaari, Mikko;138506;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Interpersonal Communication Competence in Virtual Teams;Valo, Maarit Anneli;138186;24.09.2010;01.01.2011 - 31.12.2014;549.999
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Mechanisms of memory trace formation;Penttonen, Markku;139767;24.09.2010;01.01.2011 - 31.12.2014;508.269
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Personal agency in the age of state-building, Sweden c. 1550-1650;Karonen, Petri;137741;24.09.2010;01.01.2011 - 31.12.2014;549.999
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Promoting professional agency in education and health care work (PROAGENT);Eteläpelto, Anneli;139538;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;THE ROLE OF WELFARE SERVICES IN PARTICIPATIVE CITIZENSHIP OF MARGINALISED CITIZENS;Matthies, Aila-Leena;138300;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Jyväskylä;Working age migrants in Finland: The roles of language proficiency, multilingual and multicultural practices and identities in integration into employment and professional communities.;Pöyhönen, Sari;137632;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Oulu;The Digital 'Orationes' Database;Johnson, Anthony;140369;24.09.2010;01.01.2011 - 31.03.2015;550.001
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Emotions in Russian Foreign Policy;Forsberg, Tuomas;138728;24.09.2010;01.01.2011 - 31.12.2014;549.999
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Energy Policy in European Integration;Aalto, Pami;139686;24.09.2010;01.01.2011 - 31.12.2015;546.092
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;FUTURE IS NOT A FOREIGN COUNTRY  Urban history politics as an agent of continuity in the 20th century;Niemi, Marjaana;138551;24.09.2010;01.01.2011 - 31.12.2014;544.130
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Judgement and Human Rationality;Haaparanta, Leila;138373;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Leadership in place and space;Ropo, Arja;138613;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Media, family interaction and children's well-being;Kunelius, Risto;138209;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Political Power in Finland: An Analysis of Central Government Institutions and Actors;Paloheimo, Heikki;138458;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;Song and singing as cultural communication: Culture-sensitive description, comparison and study of change of the narrative song traditions of the Uralic and Slavic ethnic groups in the surroundings of the White Sea region.;Niemi, Jarkko;140335;24.09.2010;01.01.2011 - 31.12.2013;412.499
Yleiset tutkimusmäärärahat. KY;University of Tampere -2018;The Working Body in the Post-industrial Economy: Professional Learning, Bodily Skills and Emotional-Aesthetic Control;Parviainen, Jaana;137968;24.09.2010;01.01.2011 - 31.12.2014;517.100
Yleiset tutkimusmäärärahat. KY;University of Turku;Ageing, diminishing autonomy, and physician-assisted suicide: a philosophical study;Räikkä, Juha;137548;24.09.2010;01.01.2011 - 31.12.2013;412.498
Yleiset tutkimusmäärärahat. KY;University of Turku;Coordination mechanisms in innovation-driven cluster transformation (CluTra);Oinas, Päivi;138835;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Turku;How to rule the Economy? The Laws Regulating the Economy;Viljanen, Mika;139101;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Turku;Hybrid Organization - Media Brands as Sites for Co-production / Consortium: HybOrg;Taalas, Saara;138137;24.09.2010;01.01.2011 - 30.06.2013;222.530
Yleiset tutkimusmäärärahat. KY;University of Turku;Life-course, disadvantageous experiences and  socioeconomic inheritance in Finland - research group;Erola, Jani;138208;24.09.2010;01.01.2011 - 31.12.2014;550.000
Yleiset tutkimusmäärärahat. KY;University of Vaasa;Citizen's voice: Analysis of the prospects of deliberative democracy in Finnish health care;Vartiainen, Pirkko;139093;24.09.2010;01.01.2011 - 31.12.2014;550.001
Yleiset tutkimusmäärärahat. KY;University of Vaasa;Consumers and responsibility as business innovators;Laaksonen, Pirjo;140308;24.09.2010;01.01.2011 - 31.12.2014;550.003
Yleiset tutkimusmäärärahat. KY;University of the Arts Helsinki;Consortium Project Shifting Dialogues: Asian Performance and Visual Arts  and Sub-project: Subjects and Knowledge in Practice: Asian Performance / Consortium: APAC;Kirkkopelto, Esa;138062;24.09.2010;01.01.2011 - 31.12.2014;387.622
Yleiset tutkimusmäärärahat. KY;University of the Arts Helsinki;Contesting the Cultural Ground: Space and Subjecthood in Asian Art / Consortium: APAC;Langenbach, Ray;138487;24.09.2010;01.01.2011 - 31.12.2014;254.550
Yleiset tutkimusmäärärahat. KY;Åbo Akademi University;Hybrid Organization - Media Brands as Sites for Co-production / Consortium: HybOrg;Rehn, Alf;138846;24.09.2010;01.01.2011 - 15.02.2013;229.600
Yleiset tutkimusmäärärahat. LT;Aalto University;Advanced methods for global monitoring of soil moisture and ocean salinity / Consortium: GlobSMOS;Hallikainen, Martti;139446;17.09.2010;01.01.2011 - 31.12.2013;337.680
Yleiset tutkimusmäärärahat. LT;Aalto University;Agent-Based Management of CMOS Hyper Cores / Consortium: AGENT;Koskinen, Lauri;139458;17.09.2010;01.01.2011 - 31.12.2013;430.972
Yleiset tutkimusmäärärahat. LT;Aalto University;Architects, New Public Management and Public Interest in Finnish Urban and Regional Planning;Mäntysalo, Raine;138759;17.09.2010;01.01.2011 - 31.12.2014;500.000
Yleiset tutkimusmäärärahat. LT;Aalto University;Chemical reactions on nanosized clusters.;Laasonen, Kari;140115;17.09.2010;01.01.2011 - 31.12.2014;500.001
Yleiset tutkimusmäärärahat. LT;Aalto University;Computational modeling of the biomedical effects of chemical compounds;Kaski, Samuel;140057;17.09.2010;01.01.2011 - 31.12.2014;409.878
Yleiset tutkimusmäärärahat. LT;Aalto University;Content-based video analysis and annotation of Finnish Sign Language;Laaksonen, Jorma;140245;17.09.2010;01.01.2011 - 31.12.2014;393.690
Yleiset tutkimusmäärärahat. LT;Aalto University;Database algorithms;Soisalon-Soininen, Eljas;138058;17.09.2010;01.01.2011 - 31.12.2014;449.999
Yleiset tutkimusmäärärahat. LT;Aalto University;Efficiency droop of high power light emitting diodes: Origin, Characterization and possible solutions / Consortium: EfDr-LED;Oksanen, Jani;138133;17.09.2010;01.01.2011 - 31.12.2014;299.337
Yleiset tutkimusmäärärahat. LT;Aalto University;Efficiency droop of high power light emitting diodes: Origin, Characterization and possible solutions / Consortium: EfDr-LED;Suihkonen, Sami;138115;17.09.2010;01.01.2011 - 31.12.2014;458.239
Yleiset tutkimusmäärärahat. LT;Aalto University;Electroluminescent cooling for photonic heat transfer / Consortium: THP;Lipsanen, Harri;139014;17.09.2010;01.01.2011 - 31.12.2014;417.962
Yleiset tutkimusmäärärahat. LT;Aalto University;Electroluminescent cooling for photonic heat transfer applications / Consortium: THP;Tulkki, Jukka;138413;17.09.2010;01.01.2011 - 31.12.2014;283.281
Yleiset tutkimusmäärärahat. LT;Aalto University;Environment engineering for quantum nanoelectronics, PICO;Pekola, Jukka;139172;17.09.2010;01.01.2011 - 31.12.2014;412.690
Yleiset tutkimusmäärärahat. LT;Aalto University;Environment engineering for quantum nanoelectronics, QCD;Möttönen, Mikko;138903;17.09.2010;01.01.2011 - 31.12.2014;384.090
Yleiset tutkimusmäärärahat. LT;Aalto University;Hierarchical Drug Nanoparticles for Controlled Drug Delivery and Diagnostics / Consortium: HI-DRUG;Ruokolainen, Janne;140303;17.09.2010;01.01.2011 - 31.12.2014;355.868
Yleiset tutkimusmäärärahat. LT;Aalto University;Hierarchical drug nanoparticles for controlled drug delivery and diagnostics / Consortium: HI-DRUG;Raula, Janne-Juhani;140362;17.09.2010;01.01.2011 - 31.12.2014;326.268
Yleiset tutkimusmäärärahat. LT;Aalto University;Instance-based service operations management;Holmström, Jan;139336;17.09.2010;01.01.2011 - 31.12.2013;647.017
Yleiset tutkimusmäärärahat. LT;Aalto University;Kehittyneet katalyyttimateriaalit biopolttoainepohjaisten päästöjen hallintaan / Consortium: ACABIO;Lahtinen, Jouko;139040;17.09.2010;01.01.2011 - 31.12.2014;344.119
Yleiset tutkimusmäärärahat. LT;Aalto University;Microscopic tools for biorefinery development / Consortium: MicroTools;Vuorinen, Tapani;138411;17.09.2010;01.01.2011 - 31.12.2013;416.822
Yleiset tutkimusmäärärahat. LT;Aalto University;Modeling and Application of Nanofluids for Heat Transfer and Energy Storage / Consortium: NanoFluid;Ala-Nissilä, Tapio;137668;17.09.2010;01.01.2011 - 31.12.2014;391.440
Yleiset tutkimusmäärärahat. LT;Aalto University;Modeling and Application of Nanofluids for Heat Transfer and Energy Storage / Consortium: NanoFluid;Lampinen, Markku;137672;17.09.2010;01.01.2011 - 31.12.2014;416.280
Yleiset tutkimusmäärärahat. LT;Aalto University;Nonlinear partial differential equations / Consortium: NPDE;Kinnunen, Juha;138738;17.09.2010;01.01.2011 - 31.12.2014;573.123
Yleiset tutkimusmäärärahat. LT;Aalto University;Parallel and Distributed Methods in Verification;Heljanko, Keijo;139402;17.09.2010;01.01.2011 - 31.12.2014;379.541
Yleiset tutkimusmäärärahat. LT;Aalto University;Plug and Play Monitoring and Control Architecture for Optimization of Large Scale Production Processes-PAPOP;Jämsä-Jounela, Sirkka-Liisa;138194;17.09.2010;01.01.2011 - 31.12.2014;500.000
Yleiset tutkimusmäärärahat. LT;Aalto University;SEMOHealth: Secure Remote Monitoring of Personal Health Appliances;Gurtov, Andrei;138828;17.09.2010;01.01.2011 - 31.12.2013;384.300
Yleiset tutkimusmäärärahat. LT;Aalto University;The role of copper in light degradation of silicon solar cells;Savin, Hele;138826;17.09.2010;01.01.2011 - 31.12.2013;277.860
Yleiset tutkimusmäärärahat. LT;Aalto University;Universal autonomous power source combining printed energy harvesters and integrated voltage control / Consortium: AUTOVOLT;Halonen, Kari;140267;17.09.2010;01.01.2011 - 31.12.2014;499.038
Yleiset tutkimusmäärärahat. LT;Centre for Metrology and Accreditation;Transportable Optical Single-Ion Clock;Merimaa, Mikko;138894;17.09.2010;01.01.2011 - 31.12.2014;471.961
Yleiset tutkimusmäärärahat. LT;Finnish Environment Institute;Advanced methods for global   monitoring of soil moisture and ocean salinity / Consortium: GlobSMOS;Vehviläinen, Bertel;139734;17.09.2010;01.01.2011 - 31.12.2013;98.920
Yleiset tutkimusmäärärahat. LT;Finnish Geodetic Institute;Indoor Outdoor Seamless Navigation for Sensing Human Behavior / Consortium: INOSENSE;Chen, Ruizhi;139313;17.09.2010;01.01.2011 - 31.12.2012;345.990
Yleiset tutkimusmäärärahat. LT;Finnish Geodetic Institute;Mobile Hyperspectral Laser Remote Sensing;Kaasalainen, Sanna;137925;17.09.2010;01.01.2011 - 31.12.2014;281.244
Yleiset tutkimusmäärärahat. LT;Finnish Geodetic Institute;Science and Technology Towards Precision Forestry / Consortium: PRECISEFOR;Hyyppä, Juha;140045;17.09.2010;01.01.2011 - 31.12.2014;319.998
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Advanced Analysis of Stratosphere-Troposphere Exchange;Sofiev, Mikhail;139126;17.09.2010;01.01.2011 - 31.12.2014;560.642
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Advanced methods for global monitoring of soil moisture and ocean salinity / Consortium: GlobSMOS;Stipa, Tapani;140169;17.09.2010;01.01.2011 - 31.12.2013;39.540
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Arctic upper tropospheric and  lower stratospheric water vapor;Kivi, Rigel;140408;17.09.2010;01.01.2011 - 31.12.2014;315.640
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Earth's inner magnetosphere: Dynamical states and the configuration of fields and currents;Ganushkina, Natalia;138086;17.09.2010;01.01.2011 - 31.12.2014;361.072
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Shocked plasmas in near-Earth Space / Consortium: SHOP;Palmroth, Minna;138599;17.09.2010;01.01.2011 - 31.12.2014;349.120
Yleiset tutkimusmäärärahat. LT;Finnish Meteorological Institute;Traveling Ionospheric Disturbances driven by geospace activity / Consortium: EISCATPOLI;Kauristie, Kirsti;138775;10.12.2010;01.01.2011 - 31.12.2013;264.001
Yleiset tutkimusmäärärahat. LT;Lappeenranta-Lahti University of Technology LUT;Dynamic simulation of the knee joint during physical activity;Mikkola, Aki;138574;17.09.2010;01.01.2011 - 31.12.2014;696.009
Yleiset tutkimusmäärärahat. LT;Lappeenranta-Lahti University of Technology LUT;Generic methods to assess and promote competition in liberalized electricity markets;Viljainen, Satu;139642;17.09.2010;01.01.2011 - 31.12.2014;305.121
Yleiset tutkimusmäärärahat. LT;Lappeenranta-Lahti University of Technology LUT;Structures and thermodynamics of complex and nano-structured surfaces and films;Pussi, Katariina;218546;17.09.2010;01.01.2011 - 31.12.2013;323.561
Yleiset tutkimusmäärärahat. LT;Tampere University of Technology -2018;Advanced  catalytic materials for biofuels' emissions reduction / Consortium: ACABIO;Lepistö, Toivo Kalevi;138798;17.09.2010;01.01.2011 - 31.12.2014;396.209
Yleiset tutkimusmäärärahat. LT;Tampere University of Technology -2018;Advanced image processing for interferometric phase and wave field reconstruction;Astola, Jaakko;138207;17.09.2010;01.01.2011 - 31.12.2014;600.043
Yleiset tutkimusmäärärahat. LT;Tampere University of Technology -2018;Modelling and applications of stochastic and regular surfaces in inverse problems;Kaasalainen, Mikko;137886;17.09.2010;01.01.2011 - 31.12.2014;487.741
Yleiset tutkimusmäärärahat. LT;Tampere University of Technology -2018;"Understanding molecular mechanism of synapse functioning &#8211; Interactions of neurotransmitters with membranes, proteins and carbohydrates";Rog, Tomasz;138700;17.09.2010;01.01.2011 - 31.12.2013;359.771
Yleiset tutkimusmäärärahat. LT;Tampere University of Technology -2018;Universal autonomous power source combining printed energy harvesters and integrated voltage control / Consortium: AUTOVOLT;Lupo, Donald;139881;17.09.2010;01.01.2011 - 31.12.2014;499.452
Yleiset tutkimusmäärärahat. LT;University of Eastern Finland;Design and Synthesis of Sirtuin Activators;Lahtela-Kakkonen, Maija;137788;17.09.2010;01.01.2011 - 31.12.2013;465.740
Yleiset tutkimusmäärärahat. LT;University of Eastern Finland;Extended 1D, 2D and 3D Transition Metal Systems for Catalytic Applications;Haukka, Matti;139571;17.09.2010;01.01.2011 - 31.08.2012;253.530
Yleiset tutkimusmäärärahat. LT;University of Eastern Finland;Localized Harmonic Motion Elastography ¿ Application in plaque imaging and characterization;Hynynen, Kullervo;140113;10.12.2010;01.01.2011 - 31.12.2014;350.000
Yleiset tutkimusmäärärahat. LT;University of Eastern Finland;The development of potent and selective inhibitors of endocannabinoid inactivation;Nevalainen, Tapio;139140;10.12.2010;01.01.2011 - 31.12.2014;350.001
Yleiset tutkimusmäärärahat. LT;University of Helsinki;An Approach to Extract, Harmonize, and Analyze XML Data from Autonomous and Heterogeneous Information Sources / Consortium: EXHADA;Niemi, Tapio P;139590;17.09.2010;01.01.2011 - 31.12.2012;88.500
Yleiset tutkimusmäärärahat. LT;University of Helsinki;COSN: Content-centric Structures and Networking;Tarkoma, Sasu;139144;17.09.2010;01.01.2011 - 31.12.2013;323.430
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Computational modeling of mechanical properties of nanostructures (COMOMEN);Kuronen, Antti;139204;17.09.2010;01.01.2011 - 31.12.2014;248.278
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Frustrated Lewis pairs in catalytic activation of hydrogen and other small molecules;Nieger, Martin;139550;17.09.2010;01.01.2011 - 31.12.2014;466.196
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Gerbes, K-Theory, and Infinite-Dimensional Lie  Groups;Mickelsson, Jouko A;138810;17.09.2010;01.01.2011 - 31.12.2014;293.721
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Indoor Outdoor Seamless Navigation for Sensing Human Behavior / Consortium: INOSENSE;Nyman, Göte S;139393;17.09.2010;01.01.2011 - 31.12.2012;153.800
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Irradiation effects in low-dimensional materials / Consortium: IRELDIM;Krasheninnikov, Arkady;218545;17.09.2010;01.01.2011 - 31.12.2013;189.020
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Molecular level approach to Xe anesthesia;Räsänen, Markku O;139425;17.09.2010;01.01.2011 - 31.12.2013;270.070
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Novel Numerical Methods for Massively Parallel Calculations of Electrostatic Potentials;Sundholm, Dage;137460;17.09.2010;01.01.2011 - 30.06.2014;285.919
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Science and Technology Towards Precision Forestry / Consortium: PRECISEFOR;Holopainen, Markus;139283;17.09.2010;01.01.2011 - 31.12.2014;319.999
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Shocked plasmas in near-Earth space / Consortium: SHOP;Koskinen, Hannu;138596;17.09.2010;01.01.2011 - 31.12.2014;406.984
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Three dimensional evolution of the middle crust in Central Fennoscandia / Consortium: MIDCRUST;Korja, Annakaisa;139035;17.09.2010;01.01.2011 - 31.12.2014;320.181
Yleiset tutkimusmäärärahat. LT;University of Helsinki;Towards the new theory of elementary particle physics;Huitu, Katri;137960;17.09.2010;01.01.2011 - 31.12.2014;450.001
Yleiset tutkimusmäärärahat. LT;University of Jyväskylä;Extended 1D, 2D and 3D Transition Metal Systems for Catalytic Applications;Haukka, Matti;271216;17.09.2010;01.09.2012 - 31.12.2014;444.630
Yleiset tutkimusmäärärahat. LT;University of Jyväskylä;Mechanical based analysis and analytical modelling of dynamical behaviour of moving elastic and viscoelastic webs;Neittaanmäki, Pekka;140221;17.09.2010;01.01.2011 - 31.12.2013;441.412
Yleiset tutkimusmäärärahat. LT;University of Jyväskylä;Precision fission studies for practical needs;Penttilä, Heikki;139382;10.12.2010;01.01.2011 - 31.12.2013;349.999
Yleiset tutkimusmäärärahat. LT;University of Oulu;ADAPTIVE URBAN LIGHTING   Algorithm Aided Lighting Design;Herneoja, Aulikki;137965;17.09.2010;01.01.2011 - 16.02.2014;432.140
Yleiset tutkimusmäärärahat. LT;University of Oulu;ADVANCED CATALYTIC MATERIALS FOR BIOFUELS' EMISSIONS REDUCTION / Consortium: ACABIO;Huuhtanen, Mika;139187;17.09.2010;01.01.2011 - 31.12.2014;544.211
Yleiset tutkimusmäärärahat. LT;University of Oulu;Dynamics of planetary rings and galaxies:  Theoretical challenges of Cassini and Spitzer Space Telescope observations;Salo, Heikki;139407;17.09.2010;01.01.2011 - 31.12.2014;391.480
Yleiset tutkimusmäärärahat. LT;University of Oulu;Evolutionary Active Materials / Consortium: EAM;Juuti, Jari;140410;10.12.2010;01.01.2011 - 31.12.2013;167.200
Yleiset tutkimusmäärärahat. LT;University of Oulu;Ionospheric heating by magnetospheric sources / Consortium: EISCATPOLI;Aikio, Anita;138607;10.12.2010;01.01.2011 - 31.12.2013;307.379
Yleiset tutkimusmäärärahat. LT;University of Oulu;Major computational approach to gain insight to molecular interactions related to ion channels;Huttula, Marko;140411;17.09.2010;01.01.2011 - 30.06.2016;270.000
Yleiset tutkimusmäärärahat. LT;University of Oulu;Nonlinear partial differential equations / Consortium: NPDE;Hästö, Peter;137862;17.09.2010;01.01.2011 - 31.12.2014;414.160
Yleiset tutkimusmäärärahat. LT;University of Oulu;Number Theory Finland;Matala-aho, Tapani;138522;17.09.2010;01.01.2011 - 31.12.2014;549.998
Yleiset tutkimusmäärärahat. LT;University of Oulu;Optimization of pump scheduling with dynamic probabilistic methods;Ikonen, Enso;138349;17.09.2010;01.01.2011 - 31.12.2014;465.440
Yleiset tutkimusmäärärahat. LT;University of Oulu;SLEPIAN-WOLF COOPERATION WIRELESS NETWORKS (SWOCNET);Matsumoto, Tadashi;139311;17.09.2010;01.01.2011 - 31.12.2013;432.201
Yleiset tutkimusmäärärahat. LT;University of Oulu;Three dimensional evolution of the middle crust in Central Fennoscandia/ Middle and upper crustal shear zones, / Consortium: MIDCRUST;Kärki, Aulis;140186;17.09.2010;01.01.2011 - 31.12.2014;129.260
Yleiset tutkimusmäärärahat. LT;University of Oulu;Three dimensional evolution of the middle crust in Central Fennoscandia: geophysical properties of the Bothnian belt core complex and upper crustal shear zones / Consortium: MIDCRUST;Korja, Toivo Johannes;139516;17.09.2010;01.01.2011 - 31.12.2014;108.580
Yleiset tutkimusmäärärahat. LT;University of Oulu;UBI Metrics - Multidisciplinary Framework for Evaluating Ubicomp Systems in Real-World Urban Settings;Ojala, Timo;137736;17.09.2010;01.01.2011 - 31.12.2014;660.099
Yleiset tutkimusmäärärahat. LT;University of Tampere -2018;An Approach to Extract, Harmonize, and Analyze XML Data from Autonomous and Heterogeneous Information Sources / Consortium: EXHADA;Järvelin, Kalervo;140315;17.09.2010;01.01.2011 - 31.12.2012;471.611
Yleiset tutkimusmäärärahat. LT;University of Turku;AGENT: Agent-Based Management of CMOS Hyper Cores / Consortium: AGENT;Plosila, Juha;140165;17.09.2010;01.01.2011 - 31.12.2013;414.559
Yleiset tutkimusmäärärahat. LT;University of Turku;Clinical Language Technology for Improved Utility and Usability of Electronic Patient Records / Consortium: IKITIKIT;Salakoski, Tapio;139884;17.09.2010;01.01.2011 - 31.12.2014;320.000
Yleiset tutkimusmäärärahat. LT;University of Turku;Clinical language technology for improved utility and usability of electronic patient records / Consortium: IKITIKIT;Salanterä, Sanna;140323;17.09.2010;01.01.2011 - 31.12.2014;319.999
Yleiset tutkimusmäärärahat. LT;University of Turku;Functionalized acceptor and donor systems on solid surface (FADOS);Kvarnström, Carita;138301;17.09.2010;01.01.2011 - 31.12.2014;699.041
Yleiset tutkimusmäärärahat. LT;University of Turku;Homogeneous assay methods for GTP binding proteins;Härmä, Harri;138584;17.09.2010;01.01.2011 - 31.12.2014;371.101
Yleiset tutkimusmäärärahat. LT;University of Turku;Massive-scale Biomedical Event Extraction;Ginter, Filip;138796;17.09.2010;01.01.2011 - 31.12.2014;441.311
Yleiset tutkimusmäärärahat. LT;University of Turku;Quantum information processing with continuous variables;Lahti, Pekka;138135;17.09.2010;01.01.2011 - 31.12.2014;310.021
Yleiset tutkimusmäärärahat. LT;University of Turku;Solid-state memcapacitor for neural hardware and tunable analog circuits - MemCap / Consortium: MiUT;Laiho, Mika;140108;17.09.2010;01.01.2011 - 31.12.2013;301.089
Yleiset tutkimusmäärärahat. LT;VTT Technical Research Centre of Finland;Agent-Based Management of CMOS Hyper Cores / Consortium: AGENT;Åberg, Markku;140340;17.09.2010;01.01.2011 - 31.12.2013;564.331
Yleiset tutkimusmäärärahat. LT;VTT Technical Research Centre of Finland;Microscopic tools for biorefinery development / Consortium: MicroTools;Tamminen, Tarja;138809;17.09.2010;01.01.2011 - 31.12.2013;399.715
Yleiset tutkimusmäärärahat. LT;VTT Technical Research Centre of Finland;Solid-state memcapacitor for neural hardware and tunable analog circuits - MemCap / Consortium: MiUT;Flak, Jacek;140290;17.09.2010;01.01.2011 - 31.12.2013;420.751
Yleiset tutkimusmäärärahat. LT;Åbo Akademi University;Orogeenisen ekstension ajoitus ja P-T-olosuhteet Fennoskandian kilvellä / Consortium: MIDCRUST;Eklund, Olav;139549;17.09.2010;01.01.2011 - 31.12.2014;139.670
